"Episode","Date","Location","Guest","GuestUrl","Party","PartyUrl"
1231,"2014-12-04","Doncaster, England","Yvette Cooper","https://en.wikipedia.org/wiki/Yvette_Cooper","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1231,"2014-12-04","Doncaster, England","Shirley Williams","https://en.wikipedia.org/wiki/Shirley_Williams","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1231,"2014-12-04","Doncaster, England","Omid Djalili","https://en.wikipedia.org/wiki/Omid_Djalili","Unknown",""
1231,"2014-12-04","Doncaster, England","Jill Kirby","https://en.wikipedia.org/wiki/Jill_Kirby","Unknown",""
1232,"2014-12-11","Canterbury, England","Penny Mordaunt","https://en.wikipedia.org/wiki/Penny_Mordaunt","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1232,"2014-12-11","Canterbury, England","Mary Creagh","https://en.wikipedia.org/wiki/Mary_Creagh","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1232,"2014-12-11","Canterbury, England","Nigel Farage","https://en.wikipedia.org/wiki/Nigel_Farage","UK Independence Party","https://en.wikipedia.org/wiki/UK_Independence_Party"
1232,"2014-12-11","Canterbury, England","Camilla Cavendish, Baroness Cavendish of Little Venice","https://en.wikipedia.org/wiki/Camilla_Cavendish","Unknown",""
1232,"2014-12-11","Canterbury, England","Russell Brand","https://en.wikipedia.org/wiki/Russell_Brand","Unknown",""
1233,"2015-01-08","Watford, England","Vince Cable","https://en.wikipedia.org/wiki/Vince_Cable","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1233,"2015-01-08","Watford, England","Liz Kendall","https://en.wikipedia.org/wiki/Liz_Kendall","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1233,"2015-01-08","Watford, England","David Davis (British politician)","https://en.wikipedia.org/wiki/David_Davis_(British_politician)","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1233,"2015-01-08","Watford, England","Julia Hartley-Brewer","https://en.wikipedia.org/wiki/Julia_Hartley-Brewer","Unknown",""
1233,"2015-01-08","Watford, England","Jimmy Wales","https://en.wikipedia.org/wiki/Jimmy_Wales","Unknown",""
1234,"2015-01-15","Lincoln, England","Anna Soubry","https://en.wikipedia.org/wiki/Anna_Soubry","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1234,"2015-01-15","Lincoln, England","Douglas Alexander","https://en.wikipedia.org/wiki/Douglas_Alexander","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1234,"2015-01-15","Lincoln, England","Sal Brinton","https://en.wikipedia.org/wiki/Sarah_Brinton,_Baroness_Brinton","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1234,"2015-01-15","Lincoln, England","Mehdi Hasan","https://en.wikipedia.org/wiki/Mehdi_Hasan","Unknown",""
1234,"2015-01-15","Lincoln, England","David Starkey","https://en.wikipedia.org/wiki/David_Starkey","Unknown",""
1235,"2015-01-22","Eastleigh, England","Esther McVey","https://en.wikipedia.org/wiki/Esther_McVey","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1235,"2015-01-22","Eastleigh, England","Diane Abbott","https://en.wikipedia.org/wiki/Diane_Abbott","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1235,"2015-01-22","Eastleigh, England","Paul Nuttall","https://en.wikipedia.org/wiki/Paul_Nuttall","UK Independence Party","https://en.wikipedia.org/wiki/UK_Independence_Party"
1235,"2015-01-22","Eastleigh, England","Tim Farron","https://en.wikipedia.org/wiki/Tim_Farron","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1235,"2015-01-22","Eastleigh, England","Amol Rajan","https://en.wikipedia.org/wiki/Amol_Rajan","Unknown",""
1236,"2015-01-29","Wrexham, Wales","Sajid Javid","https://en.wikipedia.org/wiki/Sajid_Javid","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1236,"2015-01-29","Wrexham, Wales","Peter Hain","https://en.wikipedia.org/wiki/Peter_Hain","Liberal Party (UK)","https://en.wikipedia.org/wiki/Liberal_Party_(UK)"
1236,"2015-01-29","Wrexham, Wales","Rhun ap Iorwerth","https://en.wikipedia.org/wiki/Rhun_ap_Iorwerth","Plaid Cymru","https://en.wikipedia.org/wiki/Plaid_Cymru"
1236,"2015-01-29","Wrexham, Wales","Kate Maltby","","Unknown",""
1236,"2015-01-29","Wrexham, Wales","Germaine Greer","https://en.wikipedia.org/wiki/Germaine_Greer","Unknown",""
1237,"2015-02-05","Finchley, England","Nicky Morgan","https://en.wikipedia.org/wiki/Nicky_Morgan","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1237,"2015-02-05","Finchley, England","Tristram Hunt","https://en.wikipedia.org/wiki/Tristram_Hunt","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1237,"2015-02-05","Finchley, England","George Galloway","https://en.wikipedia.org/wiki/George_Galloway","Independent politician","https://en.wikipedia.org/wiki/Independent_politician"
1237,"2015-02-05","Finchley, England","Cristina Odone","https://en.wikipedia.org/wiki/Cristina_Odone","Unknown",""
1237,"2015-02-05","Finchley, England","Jonathan Freedland","https://en.wikipedia.org/wiki/Jonathan_Freedland","Unknown",""
1238,"2015-02-12","Norwich, England","Ed Davey","https://en.wikipedia.org/wiki/Edward_Davey","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1238,"2015-02-12","Norwich, England","Chris Bryant","https://en.wikipedia.org/wiki/Chris_Bryant","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1238,"2015-02-12","Norwich, England","Sarah Wollaston","https://en.wikipedia.org/wiki/Sarah_Wollaston","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1238,"2015-02-12","Norwich, England","Suzanne Evans","https://en.wikipedia.org/wiki/Suzanne_Evans","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1238,"2015-02-12","Norwich, England","Armando Iannucci","https://en.wikipedia.org/wiki/Armando_Iannucci","Unknown",""
1239,"2015-02-19","Stockton-on-Tees, England","Michael Heseltine","https://en.wikipedia.org/wiki/Michael_Heseltine","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1239,"2015-02-19","Stockton-on-Tees, England","Nicola Sturgeon","https://en.wikipedia.org/wiki/Nicola_Sturgeon","Scottish National Party","https://en.wikipedia.org/wiki/Scottish_National_Party"
1239,"2015-02-19","Stockton-on-Tees, England","Caroline Flint","https://en.wikipedia.org/wiki/Caroline_Flint","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1239,"2015-02-19","Stockton-on-Tees, England","Norman Lamb","https://en.wikipedia.org/wiki/Norman_Lamb","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1239,"2015-02-19","Stockton-on-Tees, England","Duncan Bannatyne","https://en.wikipedia.org/wiki/Duncan_Bannatyne","Unknown",""
1240,"2015-02-26","Telford, England","Grant Shapps","https://en.wikipedia.org/wiki/Grant_Shapps","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1240,"2015-02-26","Telford, England","Rachel Reeves","https://en.wikipedia.org/wiki/Rachel_Reeves","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1240,"2015-02-26","Telford, England","Mark Reckless","https://en.wikipedia.org/wiki/Mark_Reckless","Independent politician","https://en.wikipedia.org/wiki/Independent_politician"
1240,"2015-02-26","Telford, England","Tessa Munt","https://en.wikipedia.org/wiki/Tessa_Munt","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1240,"2015-02-26","Telford, England","Camilla Long","https://en.wikipedia.org/wiki/Camilla_Long","Unknown",""
1241,"2015-03-05","Glasgow, Scotland","Danny Alexander","https://en.wikipedia.org/wiki/Danny_Alexander","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1241,"2015-03-05","Glasgow, Scotland","Humza Yousaf","https://en.wikipedia.org/wiki/Humza_Yousaf","Scottish National Party","https://en.wikipedia.org/wiki/Scottish_National_Party"
1241,"2015-03-05","Glasgow, Scotland","Kezia Dugdale","https://en.wikipedia.org/wiki/Kezia_Dugdale","Labour Co-operative","https://en.wikipedia.org/wiki/Labour_Co-operative"
1241,"2015-03-05","Glasgow, Scotland","Ruth Davidson","https://en.wikipedia.org/wiki/Ruth_Davidson","Scottish Conservatives","https://en.wikipedia.org/wiki/Scottish_Conservatives"
1241,"2015-03-05","Glasgow, Scotland","Toby Young","https://en.wikipedia.org/wiki/Toby_Young","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1241,"2015-03-05","Glasgow, Scotland","Val McDermid","https://en.wikipedia.org/wiki/Val_McDermid","Unknown",""
1242,"2015-03-12","Leeds, England","Anna Soubry","https://en.wikipedia.org/wiki/Anna_Soubry","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1242,"2015-03-12","Leeds, England","Lucy Powell","https://en.wikipedia.org/wiki/Lucy_Powell","Labour Co-operative","https://en.wikipedia.org/wiki/Labour_Co-operative"
1242,"2015-03-12","Leeds, England","Charles Kennedy","https://en.wikipedia.org/wiki/Charles_Kennedy","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1242,"2015-03-12","Leeds, England","Natalie Bennett","https://en.wikipedia.org/wiki/Natalie_Bennett","Green Party of England and Wales","https://en.wikipedia.org/wiki/Green_Party_of_England_and_Wales"
1242,"2015-03-12","Leeds, England","Ian Hislop","https://en.wikipedia.org/wiki/Ian_Hislop","Unknown",""
1243,"2015-03-19","Croydon, England","Sajid Javid","https://en.wikipedia.org/wiki/Sajid_Javid","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1243,"2015-03-19","Croydon, England","Chuka Umunna","https://en.wikipedia.org/wiki/Chuka_Umunna","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1243,"2015-03-19","Croydon, England","Shirley Williams","https://en.wikipedia.org/wiki/Shirley_Williams","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1243,"2015-03-19","Croydon, England","Dia Chakravarty","https://en.wikipedia.org/wiki/Dia_Chakravarty","Unknown",""
1243,"2015-03-19","Croydon, England","Will Self","https://en.wikipedia.org/wiki/Will_Self","Unknown",""
1244,"2015-03-26","Bolton, England","Nicky Morgan","https://en.wikipedia.org/wiki/Nicky_Morgan","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1244,"2015-03-26","Bolton, England","Jim Murphy","https://en.wikipedia.org/wiki/Jim_Murphy","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1244,"2015-03-26","Bolton, England","Steven Woolfe","https://en.wikipedia.org/wiki/Steven_Woolfe","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1244,"2015-03-26","Bolton, England","Leanne Wood","https://en.wikipedia.org/wiki/Leanne_Wood","Plaid Cymru","https://en.wikipedia.org/wiki/Plaid_Cymru"
1244,"2015-03-26","Bolton, England","Janet Street-Porter","https://en.wikipedia.org/wiki/Janet_Street-Porter","Unknown",""
1245,"2015-04-02","Salford, England","Michael Gove","https://en.wikipedia.org/wiki/Michael_Gove","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1245,"2015-04-02","Salford, England","Andy Burnham","https://en.wikipedia.org/wiki/Andy_Burnham","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1245,"2015-04-02","Salford, England","Danny Alexander","https://en.wikipedia.org/wiki/Danny_Alexander","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1245,"2015-04-02","Salford, England","Yasmin Alibhai-Brown","https://en.wikipedia.org/wiki/Yasmin_Alibhai-Brown","Unknown",""
1245,"2015-04-02","Salford, England","Peter Hitchens","https://en.wikipedia.org/wiki/Peter_Hitchens","Unknown",""
1246,"2015-04-09","Bristol, England","Elizabeth Truss","https://en.wikipedia.org/wiki/Elizabeth_Truss","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1246,"2015-04-09","Bristol, England","Douglas Alexander","https://en.wikipedia.org/wiki/Douglas_Alexander","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1246,"2015-04-09","Bristol, England","Vince Cable","https://en.wikipedia.org/wiki/Vince_Cable","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1246,"2015-04-09","Bristol, England","Caroline Lucas","https://en.wikipedia.org/wiki/Caroline_Lucas","Green Party (UK)","https://en.wikipedia.org/wiki/Green_Party_(UK)"
1246,"2015-04-09","Bristol, England","Tim Stanley","https://en.wikipedia.org/wiki/Tim_Stanley","Unknown",""
1247,"2015-04-16","London, England","Grant Shapps","https://en.wikipedia.org/wiki/Grant_Shapps","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1247,"2015-04-16","London, England","Yvette Cooper","https://en.wikipedia.org/wiki/Yvette_Cooper","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1247,"2015-04-16","London, England","Angus Robertson","https://en.wikipedia.org/wiki/Angus_Robertson","Scottish National Party","https://en.wikipedia.org/wiki/Scottish_National_Party"
1247,"2015-04-16","London, England","Jo Swinson","https://en.wikipedia.org/wiki/Jo_Swinson","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1247,"2015-04-16","London, England","Douglas Carswell","https://en.wikipedia.org/wiki/Douglas_Carswell","UK Independence Party","https://en.wikipedia.org/wiki/UK_Independence_Party"
1247,"2015-04-16","London, England","Piers Morgan","https://en.wikipedia.org/wiki/Piers_Morgan","Unknown",""
1248,"2015-04-23","West Bromwich, England","William Hague","https://en.wikipedia.org/wiki/William_Hague","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1248,"2015-04-23","West Bromwich, England","Harriet Harman","https://en.wikipedia.org/wiki/Harriet_Harman","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1248,"2015-04-23","West Bromwich, England","John Swinney","https://en.wikipedia.org/wiki/John_Swinney","Scottish National Party","https://en.wikipedia.org/wiki/Scottish_National_Party"
1248,"2015-04-23","West Bromwich, England","Paul Nuttall","https://en.wikipedia.org/wiki/Paul_Nuttall","UK Independence Party","https://en.wikipedia.org/wiki/UK_Independence_Party"
1248,"2015-04-23","West Bromwich, England","Natalie Bennett","https://en.wikipedia.org/wiki/Natalie_Bennett","Green Party of England and Wales","https://en.wikipedia.org/wiki/Green_Party_of_England_and_Wales"
0,"2015-04-30","Leeds, England","David Cameron","https://en.wikipedia.org/wiki/David_Cameron","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
0,"2015-04-30","Leeds, England","Ed Miliband","https://en.wikipedia.org/wiki/Ed_Miliband","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
0,"2015-04-30","Leeds, England","Nick Clegg","https://en.wikipedia.org/wiki/Nick_Clegg","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
0,"2015-05-08","London, England","Francis Maude","https://en.wikipedia.org/wiki/Francis_Maude","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
0,"2015-05-08","London, England","Alastair Campbell","https://en.wikipedia.org/wiki/Alastair_Campbell","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
0,"2015-05-08","London, England","John Swinney","https://en.wikipedia.org/wiki/John_Swinney","Scottish National Party","https://en.wikipedia.org/wiki/Scottish_National_Party"
0,"2015-05-08","London, England","Paddy Ashdown","https://en.wikipedia.org/wiki/Paddy_Ashdown","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
0,"2015-05-08","London, England","Julia Hartley-Brewer","https://en.wikipedia.org/wiki/Julia_Hartley-Brewer","Unknown",""
1249,"2015-05-14","Uxbridge, England","Jeremy Hunt","https://en.wikipedia.org/wiki/Jeremy_Hunt_(politician)","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1249,"2015-05-14","Uxbridge, England","Tristram Hunt","https://en.wikipedia.org/wiki/Tristram_Hunt","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1249,"2015-05-14","Uxbridge, England","Nigel Farage","https://en.wikipedia.org/wiki/Nigel_Farage","UK Independence Party","https://en.wikipedia.org/wiki/UK_Independence_Party"
1249,"2015-05-14","Uxbridge, England","Zanny Minton Beddoes","https://en.wikipedia.org/wiki/Zanny_Minton_Beddoes","Unknown",""
1249,"2015-05-14","Uxbridge, England","Brian May","https://en.wikipedia.org/wiki/Brian_May","Unknown",""
1250,"2015-05-21","Derby, England","Nicky Morgan","https://en.wikipedia.org/wiki/Nicky_Morgan","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
1250,"2015-05-21","Derby, England","Stella Creasy","https://en.wikipedia.org/wiki/Stella_Creasy","Labour and Co-operative","https://en.wikipedia.org/wiki/Labour_and_Co-operative"
1250,"2015-05-21","Derby, England","Tim Farron","https://en.wikipedia.org/wiki/Tim_Farron","Liberal Democrats (UK)","https://en.wikipedia.org/wiki/Liberal_Democrats_(UK)"
1250,"2015-05-21","Derby, England","Owen Jones (writer)","https://en.wikipedia.org/wiki/Owen_Jones_(writer)","Unknown",""
1250,"2015-05-21","Derby, England","Hilary Devey","https://en.wikipedia.org/wiki/Hilary_Devey","Unknown",""
1251,"2015-05-28","Aberdeen, Scotland","John Nicolson","https://en.wikipedia.org/wiki/John_Nicolson_(politician)","Scottish National Party","https://en.wikipedia.org/wiki/Scottish_National_Party"
1251,"2015-05-28","Aberdeen, Scotland","Ruth Davidson","https://en.wikipedia.org/wiki/Ruth_Davidson","Scottish Conservatives","https://en.wikipedia.org/wiki/Scottish_Conservatives"
1251,"2015-05-28","Aberdeen, Scotland","Charlie Falconer, Baron Falconer of Thoroton","https://en.wikipedia.org/wiki/Charles_Falconer,_Baron_Falconer_of_Thoroton","Labour Party (UK)","https://en.wikipedia.org/wiki/Labour_Party_(UK)"
1251,"2015-05-28","Aberdeen, Scotland","Lesley Riddoch","https://en.wikipedia.org/wiki/Lesley_Riddoch","Unknown",""
1251,"2015-05-28","Aberdeen, Scotland","Alex Massie (journalist)","https://en.wikipedia.org/wiki/Alex_Massie_(journalist)","Unknown",""
1252,"2015-06-04","Plymouth, England","Justine Greening","https://en.wikipedia.org/wiki/Justine_Greening","Conservative Party (UK)","https://en.wikipedia.org/wiki/Conservative_Party_(UK)"
